12,0,0,50,0,0,7,0,0,7,2,1
28,0,0,48,16,11,22,0,26,5385,1,1
32,4,4,84,17,14,13,21,28,7854,1,0
30,0,0,42,0,9,33,4,36,9165,1,0
15,0,0,5,2,0,21,0,0,2044,1,1
15,5,0,28,0,0,17,8,0,6771,2,0
15,3,3,39,0,2,15,8,13,5811,2,0
15,3,3,39,0,2,15,8,13,5811,2,0
25,0,0,5,0,5,26,0,4,5026,2,1
4,0,0,1,0,0,6,0,0,1,1,1
1,4,1,10,2,1,2,3,149,2835,0,0
9,5,5,156,5,3,32,0,11,9828,2,1
14,0,0,6,1,0,6,0,0,1,3,1
15,0,0,19,4,0,3,0,0,57,1,1
11,0,0,14,0,0,4,0,0,4,1,1
36,0,0,8,0,0,3,3,0,1946,3,0
16,0,0,13,7,0,24,0,0,2432,1,1
26,0,0,0,0,0,55,0,0,11196,1,1
20,0,0,49,0,3,38,0,4,7987,2,1
13,0,0,16,0,0,5,0,0,5,1,1
23,6,4,147,23,20,62,0,57,14247,1,1
32,0,0,0,0,0,16,0,0,4627,4,1
15,1,1,11,0,0,4,0,387,852,2,1
15,1,1,11,0,0,4,0,387,852,2,1
11,0,0,26,0,0,8,0,0,3,1,1
19,0,0,43,1,14,8,12,387,5875,4,0
19,0,0,43,1,14,8,12,387,5875,4,0
31,1,1,50,3,18,35,25,387,10843,2,0
31,1,1,50,3,18,35,25,387,10843,2,0
15,3,0,105,4,1,17,11,0,10214,3,0
11,0,0,11,11,0,3,0,0,5,1,1
32,5,5,48,0,1,19,6,16,7111,1,0
13,0,0,5,0,0,2,0,0,2,2,1
12,0,0,2,0,0,3,0,0,2,3,1
28,0,0,35,25,2,9,0,26,1582,2,1
3,0,0,16,2,0,7,0,0,4,2,1
20,3,0,8,0,0,4,0,0,1788,1,1
1,0,0,0,0,0,4,0,0,249,1,1
32,2,2,31,3,3,12,4,12,5702,1,0
15,0,0,31,2,0,11,0,0,1285,1,1
15,3,0,53,23,1,8,11,140,3769,1,0
28,1,1,1,0,1,8,0,3,3305,3,1
21,0,0,40,0,6,14,0,15,5043,1,1
4,2,0,3,2,1,4,0,121,553,2,1
2,4,0,41,4,5,8,13,37,4787,0,0
31,1,0,1,0,0,15,1,0,7502,1,0
21,1,0,197,43,1,67,0,5,16007,2,1
25,0,0,29,1,4,32,0,20,9166,3,1
22,0,0,18,0,0,18,0,0,4878,1,1
19,0,0,68,0,0,20,0,0,4992,1,1
13,0,0,1,0,0,0,0,0,1,3,1
16,0,0,31,7,0,9,0,0,998,1,1
13,0,0,52,8,0,5,0,0,7,3,1
0,5,5,48,2,6,16,23,23,6683,1,0
16,1,0,7,0,2,2,0,4,334,1,1
30,7,6,130,0,21,14,32,80,21620,1,0
30,0,0,0,0,0,0,0,0,0,0,0
23,1,0,41,0,3,5,0,11,1513,1,1
36,4,4,97,46,10,32,18,17,12723,2,0
25,5,4,95,84,21,130,0,81,29844,2,1
14,0,0,21,1,1,9,0,1,560,2,1
26,3,1,97,36,3,45,0,24,9503,1,1
5,0,0,0,0,0,12,0,0,0,2,1
31,4,4,80,4,3,14,18,387,9397,2,0
31,4,4,80,4,3,14,18,387,9397,2,0
16,0,0,8,0,0,1,0,0,567,1,1
7,0,0,7,0,0,5,0,0,2,2,1
31,0,0,0,0,0,0,0,0,0,1,0
12,0,0,16,0,0,8,0,0,5,1,1
3,0,0,12,1,0,8,0,0,6,1,1
35,5,4,48,3,14,25,7,61,7052,2,0
21,0,0,25,7,0,5,0,0,1733,2,1
21,0,0,29,0,2,25,0,2,5784,2,1
19,0,0,23,0,2,9,0,2,2420,2,1
4,0,0,3,0,0,7,0,0,3,0,1
14,0,0,70,6,0,11,0,0,5,1,1
12,0,0,10,0,0,2,0,0,4,2,1
23,1,0,207,35,6,65,0,3,15275,1,1
30,2,0,93,32,1,37,7,1,12251,1,0
30,1,0,205,4,9,49,22,10,16640,4,0
25,0,0,23,0,6,7,0,9,3729,3,1
12,1,0,6,0,0,2,0,0,3,0,1
30,0,0,8,0,0,5,7,0,4517,1,0
14,0,0,26,0,0,1,0,0,5,2,1
28,3,2,9,1,1,3,0,6,2143,1,1
11,0,0,13,0,0,1,0,0,3,1,1
17,3,3,82,4,2,33,0,27,9018,3,1
14,0,0,33,0,0,6,0,0,4,2,1
30,6,3,45,2,10,15,16,32,9830,1,0
32,0,0,0,0,0,6,3,16,3501,1,0
19,2,0,82,0,0,20,7,0,10720,1,0
10,0,0,1,0,0,2,0,0,1,1,1
22,0,0,19,0,0,24,0,3,6154,2,1
31,5,4,129,21,10,19,32,31,15176,1,0
7,1,1,10,1,0,5,0,1,3,3,1
29,2,0,53,0,1,22,0,0,5637,2,1
28,0,0,36,0,0,11,0,0,3481,3,1
4,0,0,8,0,0,18,0,0,4,1,1
23,0,0,124,3,11,36,0,10,8112,3,1
16,0,0,26,11,0,12,0,0,3,1,1
14,0,0,16,4,0,8,0,0,664,1,1
36,2,2,180,34,10,45,49,33,17442,2,0
5,0,0,0,0,0,5,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,1,1
14,1,0,57,0,1,14,0,3,1872,1,1
3,0,0,0,0,0,4,0,0,0,1,1
17,4,2,21,5,2,9,0,4,3144,2,1
11,0,0,2,0,0,4,0,0,2,1,1
19,2,0,9,0,0,3,0,0,1116,1,1
29,6,6,169,13,14,19,34,56,15816,0,0
2,0,0,0,0,0,0,0,0,0,2,1
11,0,0,4,0,0,3,0,0,137,1,1
10,0,0,3,0,0,14,0,0,2,2,1
7,0,0,0,0,0,0,0,0,0,0,1
3,0,0,4,0,0,5,0,0,1,1,1
3,0,0,4,0,0,5,0,0,1,1,1
3,0,0,0,0,0,4,0,0,0,2,1
29,4,4,61,13,10,12,30,30,5591,1,0
26,1,1,38,19,7,18,1,25,11173,1,1
4,0,0,4,0,0,2,0,0,4,1,1
6,0,0,10,0,0,3,0,0,7,1,1
16,1,1,104,17,12,4,0,387,5350,2,1
16,1,1,104,17,12,4,0,387,5350,2,1
29,8,7,38,11,15,20,20,91,9229,0,0
29,1,0,21,2,6,71,5,8,11460,3,0
11,1,0,0,0,0,7,0,0,1,1,1
4,0,0,0,0,0,0,0,0,0,1,1
7,1,0,11,0,3,9,0,5,2134,3,1
16,1,1,26,3,2,11,0,6,3537,1,1
25,3,3,104,41,38,54,39,401,13475,1,0
3,0,0,0,0,0,3,0,0,0,1,1
12,0,0,0,0,0,9,0,0,887,2,1
10,4,1,40,0,8,42,11,16,11446,2,0
17,0,0,41,15,1,42,0,6,9530,1,1
6,0,0,10,1,0,3,0,0,3,2,1
25,1,0,30,14,1,7,0,38,2030,1,0
25,0,0,0,0,0,3,0,38,1035,0,0
14,0,0,10,4,1,2,0,3,582,1,1
4,0,0,1,0,0,8,0,0,1,0,1
28,1,0,13,0,0,5,3,0,3263,1,0
28,3,0,0,0,0,10,0,0,7437,1,0
2,0,0,6,0,0,0,0,0,3,0,1
2,0,0,0,0,0,0,0,0,0,1,1
1,0,0,19,0,0,0,0,0,5,1,1
3,0,0,6,1,0,6,0,0,1,2,1
17,0,0,15,0,1,1,0,1,873,0,1
28,2,0,26,0,1,1,9,2,2850,0,0
28,5,5,56,36,17,16,23,51,10692,1,0
3,0,0,0,0,0,4,0,0,0,1,1
24,3,2,112,2,9,42,0,38,14932,3,1
9,1,0,11,0,0,1,0,3,5,0,1
9,0,0,5,0,0,0,0,3,3,2,1
9,0,0,8,0,1,0,0,3,1,4,1
5,0,0,2,0,0,0,0,0,2,1,1
5,0,0,5,0,0,2,0,0,2,0,1
9,0,0,6,0,0,0,0,3,2,0,1
6,0,0,0,0,0,0,0,0,0,1,1
28,5,5,252,13,64,28,92,276,13518,0,0
10,2,0,5,0,0,0,0,0,17,0,1
3,0,0,0,0,0,0,0,0,0,2,1
5,1,0,5,0,0,0,0,0,4,2,1
4,0,0,10,0,0,16,0,0,9,1,1
1,0,0,0,0,0,0,0,0,0,0,1
27,5,5,14,0,2,0,5,23,6631,0,0
5,0,0,2,0,0,6,0,0,1,2,1
7,0,0,18,0,0,2,0,0,11,1,1
3,0,0,1,0,0,3,0,0,1,2,1
21,1,0,38,5,4,7,0,121,3115,1,1
1,0,0,1,0,0,3,0,0,1,0,1
27,0,0,48,18,4,8,13,1,9182,1,0
3,0,0,0,0,0,3,0,0,0,1,1
7,0,0,7,0,0,5,0,0,4,1,1
3,0,0,1,1,0,1,0,0,1,1,1
1,0,0,5,0,0,10,3,1,441,0,0
6,0,0,7,0,4,0,0,5,282,1,1
2,0,0,3,0,0,0,0,0,1,2,1
5,0,0,14,0,0,0,0,0,7,2,1
15,1,0,9,1,3,8,4,4,4367,1,0
8,6,5,191,13,35,82,44,106,23411,0,0
3,0,0,14,2,0,6,0,0,7,2,1
9,0,0,2,0,0,9,0,0,1,1,1
4,1,0,25,0,0,13,0,0,16,0,1
1,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,0,0,5,0,0,1,3,1
16,0,0,2,0,1,5,0,2,1406,2,1
3,0,0,4,0,0,6,0,0,4,1,1
27,7,0,2,1,0,0,14,0,12497,0,0
27,1,0,28,0,1,1,8,0,3420,0,0
9,0,0,1,0,0,3,0,0,177,0,1
6,0,0,6,0,0,5,0,0,5,0,1
1,0,0,3,2,0,3,0,0,2,2,1
27,0,0,9,0,2,6,4,5,3098,0,0
0,1,0,9,1,4,13,0,5,370,1,0
2,0,0,11,0,0,2,0,0,9,2,1
2,0,0,1,0,0,4,0,0,1,3,1
1,0,0,2,0,0,0,0,8,1,2,1
2,0,0,3,0,0,0,0,8,2,1,1
4,0,0,2,0,0,4,0,0,1,0,1
16,3,0,2,0,0,0,0,20,919,2,1
16,3,3,44,9,7,4,0,20,3842,2,1
6,1,0,4,0,0,7,0,8,918,2,1
6,0,0,7,2,0,3,0,8,597,1,1
12,0,0,59,0,1,10,0,1,2328,3,1
1,0,0,0,0,0,2,0,0,0,2,1
15,1,0,51,9,2,14,0,6,4880,1,1
5,0,0,1,0,0,2,0,0,1,0,1
6,0,0,14,10,2,13,0,8,1734,3,1
2,0,0,0,0,0,0,0,8,0,2,1
1,0,0,0,0,0,4,0,8,458,1,1
3,0,0,0,0,0,0,0,0,0,1,1
12,0,0,23,4,2,6,0,2,2721,0,1
2,0,0,0,0,0,4,0,0,0,2,1
3,0,0,0,0,0,2,0,0,0,2,1
13,0,0,9,0,0,8,0,0,2016,1,1
26,2,2,38,17,12,8,27,36,6144,1,0
9,0,0,17,0,0,31,0,0,2747,0,1
4,0,0,5,1,0,5,0,0,1,1,1
19,4,1,42,5,4,43,0,10,17893,1,1
6,0,0,12,0,0,9,0,0,9,2,1
15,0,0,19,6,2,9,0,5,2727,1,1
7,0,0,6,0,0,4,0,0,2,0,1
13,0,0,41,8,1,9,0,1,2603,2,1
3,0,0,12,0,0,3,0,0,8,2,1
22,0,0,19,4,5,20,0,10,7482,1,1
17,1,1,16,0,1,0,0,2,2967,3,1
6,0,0,13,0,0,6,0,0,6,1,1
6,0,0,3,0,0,3,0,0,1,0,1
26,1,1,68,6,7,3,7,16,5258,1,0
14,1,1,32,0,2,10,0,3,2636,6,1
1,0,0,0,0,0,0,0,0,0,1,1
5,0,0,10,1,0,5,0,0,6,1,1
16,2,2,88,10,35,26,20,128,9134,0,0
6,0,0,4,0,0,2,0,0,1,2,1
9,0,0,39,8,0,8,0,0,809,0,1
2,0,0,3,0,0,1,0,0,3,1,1
9,1,0,7,2,0,6,0,0,804,1,1
26,11,11,22,2,1,3,35,14,5537,1,0
6,1,0,29,6,0,5,0,0,15,0,1
4,0,0,24,0,0,1,0,0,15,2,1
11,1,1,6,0,0,7,0,4,1464,3,1
8,0,0,0,0,0,0,0,0,0,5,1
2,0,0,0,0,0,0,0,0,0,1,1
16,1,1,7,4,2,8,0,5,3472,0,1
2,0,0,0,0,0,0,0,0,0,0,1
9,0,0,22,5,7,10,0,121,1124,2,1
2,0,0,0,0,0,0,0,0,0,1,1
9,0,0,13,0,0,2,0,0,364,3,1
3,0,0,5,1,0,1,0,0,4,0,1
0,0,0,0,0,0,9,0,0,0,0,1
3,0,0,1,0,0,0,0,0,1,1,1
16,7,2,80,25,11,32,28,28,19551,1,0
5,0,0,1,0,0,2,0,0,1,0,1
25,2,2,24,0,5,7,6,16,4304,1,0
4,0,0,2,0,0,4,0,0,2,0,1
3,0,0,2,0,0,0,0,0,1,0,1
24,6,5,148,7,28,16,42,97,13323,2,0
11,0,0,18,7,1,9,0,21,1640,0,1
1,0,0,0,0,0,1,0,0,0,0,1
24,0,0,0,0,0,5,0,4,2600,3,1
4,0,0,5,0,0,1,0,0,2,0,1
12,1,0,27,7,5,12,0,21,2208,0,1
3,0,0,1,0,0,0,0,0,1,0,1
12,0,0,1,0,0,11,0,21,2807,0,1
5,0,0,9,3,0,0,0,0,4,4,1
3,0,0,1,0,0,2,0,0,1,1,1
25,4,0,65,0,11,15,14,17,6159,1,0
7,0,0,9,1,0,0,0,0,5,0,1
6,0,0,2,0,0,4,0,0,2,1,1
14,0,0,36,0,6,9,0,13,3726,2,1
6,0,0,0,0,0,3,0,0,0,2,1
1,0,0,0,0,0,0,0,0,0,1,1
21,0,0,1,0,1,1,0,1,1906,3,1
2,0,0,7,0,0,8,0,0,4,0,1
25,2,2,76,47,26,6,29,401,9517,0,0
6,2,0,11,1,0,2,0,0,5,4,1
5,0,0,0,0,0,3,0,0,0,3,1
14,0,0,12,1,9,20,0,53,4711,1,1
3,0,0,0,0,0,0,0,0,0,1,1
3,0,0,0,0,0,0,0,0,0,1,1
4,0,0,6,0,0,4,0,0,4,1,1
7,0,0,12,7,1,1,0,2,31,1,1
5,0,0,2,0,0,1,0,0,1,1,1
3,0,0,0,0,0,16,0,0,0,0,1
25,1,0,18,3,1,6,0,107,2431,1,0
25,6,0,25,8,2,14,6,107,4846,1,0
25,0,0,30,7,0,32,11,107,9328,2,0
11,0,0,41,26,0,4,0,0,1275,1,1
25,6,0,15,7,0,7,0,107,1749,1,0
0,1,0,6,5,1,2,5,107,606,0,1
0,0,0,9,5,0,0,7,107,332,0,1
0,0,0,2,0,0,6,0,107,1,1,1
25,0,0,17,5,3,1,0,107,1755,2,0
0,0,0,10,1,0,1,0,107,4,2,1
0,3,0,0,0,0,3,0,107,648,1,1
25,2,0,13,0,1,6,0,107,2179,1,0
25,3,0,12,6,2,0,2,107,926,0,0
3,1,0,8,0,0,4,0,0,6,2,1
5,0,0,8,3,0,0,0,0,2,1,1
14,1,0,13,0,0,1,5,0,2893,1,0
0,1,1,2,0,0,1,2,9,5183,1,0
11,1,1,41,0,1,4,0,8,1345,1,1
1,0,0,12,2,0,6,0,0,5,1,1
4,0,0,0,0,0,6,0,0,0,2,1
18,2,2,17,0,1,0,0,3,1354,0,1
15,0,0,25,1,1,16,0,3,6214,1,1
8,2,1,5,3,0,1,0,8,243,1,1
2,0,0,4,2,0,0,0,0,2,1,1
5,0,0,4,4,0,0,0,6,4,0,1
8,1,0,13,1,0,1,0,0,193,0,1
6,0,0,13,6,0,16,0,0,5,2,1
16,2,0,51,15,3,31,0,4,8943,0,1
12,2,0,2,0,0,0,0,0,3,1,1
12,1,0,14,0,8,12,0,17,2897,3,1
2,0,0,4,0,0,7,0,0,4,1,1
9,0,0,0,0,0,1,0,0,415,1,1
8,0,0,1,0,1,7,0,5,733,5,1
24,9,4,28,8,18,47,26,121,7532,2,0
8,0,0,5,2,0,3,0,0,294,1,1
7,0,0,5,2,1,6,0,0,467,1,1
6,0,0,2,0,0,0,0,0,2,3,1
5,1,0,0,0,0,4,0,0,1,1,1
14,1,1,1,0,0,2,0,1,620,0,1
0,0,0,16,2,0,0,0,0,4,0,1
15,0,0,15,2,0,5,0,0,1613,0,1
0,1,0,3,0,0,0,0,0,3,0,1
1,0,0,0,0,0,0,0,0,0,0,1
4,0,0,10,4,0,0,0,0,4,0,1
24,3,3,25,0,5,12,13,26,5049,1,0
11,0,0,17,5,3,1,0,32,1095,1,1
4,0,0,9,0,0,0,0,0,2,0,1
2,1,0,0,0,0,4,0,0,1,1,1
12,0,0,37,0,3,10,0,3,2739,1,1
0,1,0,0,0,0,0,0,0,1,0,1
24,1,1,25,5,8,4,2,25,4819,0,0
5,0,0,3,3,0,7,0,0,3,0,1
6,0,0,22,0,0,4,0,0,4,0,1
8,0,0,23,0,5,5,7,8,3590,1,0
0,0,0,2,0,0,0,0,0,1,0,1
6,0,0,11,0,0,2,0,0,121,2,1
3,0,0,2,0,0,1,0,0,2,0,1
4,0,0,0,0,0,0,0,0,0,0,1
8,1,0,26,0,1,34,0,1,4745,1,1
14,0,0,27,0,5,4,0,11,2930,1,1
4,0,0,2,1,0,2,0,0,1,1,1
9,1,1,30,10,2,3,0,12,1225,2,1
7,0,0,0,0,0,14,0,0,844,0,1
9,0,0,13,0,0,0,0,0,63,0,1
7,0,0,6,0,0,6,0,0,816,4,1
12,0,0,7,0,1,11,0,7,1937,2,1
15,3,0,40,15,5,3,3,140,3676,0,0
5,0,0,18,0,0,7,0,0,6,1,1
8,1,0,11,4,0,1,0,0,252,1,1
13,0,0,2,0,0,1,0,0,713,1,1
5,1,0,8,0,0,0,0,0,5,3,1
1,0,0,0,0,0,6,0,0,0,1,1
3,0,0,0,0,0,0,0,0,0,0,1
8,1,1,4,1,1,2,0,6,1205,1,1
6,0,0,12,0,6,3,0,6,430,0,1
5,0,0,6,0,0,1,0,0,4,0,1
10,2,1,66,1,3,17,0,11,3207,0,1
7,0,0,13,0,1,2,0,2,816,1,1
24,2,1,6,1,0,4,6,2,2264,0,0
7,0,0,1,0,1,1,0,3,97,1,1
11,0,0,4,0,1,0,0,0,1074,2,1
4,1,0,11,0,0,1,0,0,6,2,1
4,1,0,2,0,0,4,0,0,3,1,1
8,0,0,22,0,1,4,0,1,783,0,1
7,0,0,42,0,0,3,0,0,853,4,1
14,0,0,31,0,6,6,0,7,3431,1,1
5,1,0,2,0,0,17,0,0,4,0,1
8,1,1,22,6,7,0,0,14,447,2,1
8,0,0,22,0,1,0,0,1,522,1,1
4,0,0,2,0,0,0,0,0,2,0,1
14,1,1,21,3,6,6,0,13,4017,2,1
9,0,0,2,0,0,1,0,0,362,2,1
4,0,0,4,0,0,0,0,0,4,3,1
22,5,5,24,0,1,9,8,12,7083,1,0
25,5,4,16,11,7,14,8,401,5193,1,0
2,2,0,9,1,4,5,4,10,2957,2,0
13,1,0,16,13,5,11,0,16,4397,0,1
6,1,0,3,0,0,8,0,0,932,2,1
6,0,0,1,0,0,2,0,0,276,1,1
7,1,0,7,3,1,9,0,8,1511,2,1
22,1,1,40,0,10,6,9,24,4257,2,0
8,1,1,17,1,5,5,0,11,2427,1,1
22,2,2,9,0,1,6,1,3,3922,0,0
15,2,1,14,0,5,8,0,10,2153,0,1
1,0,0,2,0,0,0,0,0,1,0,1
12,0,0,25,1,9,2,0,14,1686,0,1
21,3,3,131,7,8,81,45,46,26744,1,0
3,1,0,4,0,0,6,0,0,4,0,1
3,0,0,15,0,0,4,0,0,8,0,1
13,0,0,15,0,1,2,0,8,447,1,1
22,0,0,24,0,2,1,3,3,4381,1,0
10,0,0,11,0,0,1,0,2,772,0,1
6,0,0,37,1,2,6,0,3,919,3,1
21,4,4,172,65,19,30,68,144,6993,0,0
21,6,6,46,19,8,18,21,144,5530,0,0
21,3,3,57,18,4,17,36,144,7031,0,0
3,0,0,4,1,0,12,0,36,1,2,1
6,4,4,19,15,1,1,10,149,3551,0,0
5,1,1,16,1,0,6,0,43,716,0,1
4,1,1,0,0,0,4,0,3,528,1,1
3,2,1,1,1,0,1,0,6,3,0,1
21,3,2,50,0,28,22,15,108,8151,1,0
7,0,0,10,0,0,5,0,0,1949,2,1
16,8,7,40,13,8,104,10,16,25433,1,0
8,2,2,54,2,7,52,0,39,17240,2,1
12,1,1,9,4,5,2,0,18,852,1,1
6,0,0,9,0,6,1,0,36,479,0,1
11,0,0,5,0,0,3,0,0,1437,2,1
8,0,0,0,0,0,4,0,0,0,3,1
21,10,10,0,0,0,2,14,29,9269,1,0
4,1,0,0,0,0,0,0,0,96,1,1
6,0,0,2,0,2,2,0,10,497,1,1
21,12,11,266,0,15,43,40,49,24727,2,0
21,0,0,0,0,0,0,0,5,0,0,0
4,1,0,11,4,5,0,0,10,117,0,1
20,7,7,55,18,6,7,15,25,11606,1,0
6,0,0,25,0,2,6,0,4,1250,0,1
6,0,0,19,0,2,1,0,4,787,0,1
0,0,0,0,0,0,0,0,4,0,0,1
20,2,2,2,0,0,7,7,8,3166,3,0
2,0,0,0,0,0,11,0,0,0,0,1
20,5,0,53,0,13,50,9,191,15967,3,0
2,0,0,13,1,3,1,0,12,1265,1,1
6,0,0,8,2,2,2,0,10,646,2,1
15,1,1,7,0,3,1,0,9,1592,1,1
20,0,0,0,0,0,4,0,0,2431,1,0
7,0,0,3,0,0,4,0,0,1261,3,1
11,0,0,25,0,4,5,0,5,2781,5,1
7,2,2,30,1,3,9,0,12,2282,2,1
20,1,1,34,7,10,12,6,75,5279,0,0
12,1,1,72,18,6,21,0,26,6495,2,1
17,3,2,0,0,0,36,0,5,1905,0,1
20,2,2,35,10,17,4,12,39,4566,1,0
1,0,0,0,0,0,0,0,0,0,0,1
12,1,1,0,0,0,3,0,3,1523,1,1
6,0,0,51,19,0,17,0,0,3732,0,1
18,2,1,45,3,6,10,0,25,5380,7,1
5,4,0,16,0,1,8,11,3,5681,1,1
13,16,8,33,19,4,39,0,49,10948,3,1
11,0,0,13,8,5,0,0,9,1250,2,1
3,0,0,5,0,1,7,0,9,448,2,1
19,1,1,0,0,0,1,0,5,1,1,0
16,3,2,53,12,5,18,0,15,9182,4,1
19,4,3,27,15,2,10,14,43,7074,0,0
19,6,6,25,0,6,7,23,49,8040,0,0
5,2,0,6,4,1,4,0,8,898,1,1
5,0,0,11,3,1,4,0,8,477,1,1
19,6,6,25,6,9,8,6,68,4494,1,0
12,4,0,7,1,7,7,0,18,1785,3,1
4,0,0,1,0,1,0,0,2,536,4,1
1,0,0,5,2,1,4,0,8,3,1,1
19,5,1,112,27,16,62,29,79,20632,0,0
12,2,1,64,19,12,17,0,40,8855,1,1
15,1,0,14,3,9,37,0,12,12648,3,1
12,0,0,0,0,0,0,0,0,0,0,1
6,0,0,107,3,51,36,19,593,9736,1,0
19,0,0,28,0,9,6,4,28,5604,1,0
8,3,3,28,1,5,4,0,14,2459,1,1
18,5,5,55,4,8,64,8,39,15751,1,0
18,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0
8,4,0,13,7,2,27,0,14,12376,2,1
18,2,2,45,16,12,11,26,25,5994,1,0
18,0,0,25,2,1,6,3,39,4652,0,0
3,0,0,0,0,0,0,0,49,0,0,1
14,0,0,50,0,18,23,0,48,7103,1,1
18,1,1,88,2,29,13,26,147,14567,1,0
9,2,2,22,0,0,8,0,10,6651,4,1
7,0,0,1,0,1,0,0,32,628,1,1
6,2,2,17,4,8,1,0,32,1456,1,1
14,0,0,4,0,3,1,0,6,1043,0,1
17,10,10,26,0,4,9,6,44,9973,0,0
5,0,0,0,0,0,1,0,3,1459,9,1
11,0,0,0,0,0,0,0,0,2,0,1
12,1,1,36,0,11,12,0,22,4171,1,1
17,3,0,17,0,12,9,4,215,5052,2,0
17,25,25,0,0,0,14,58,53,28238,0,0
3,2,0,0,0,0,0,0,0,829,0,1
17,4,4,21,1,7,2,5,23,7008,1,0
17,5,5,32,0,5,8,4,31,5156,1,0
17,5,0,54,1,29,7,24,46,8831,1,0
7,0,0,0,0,0,2,0,0,348,0,1
5,1,0,0,0,0,4,0,3,1465,1,1
17,2,0,21,3,8,19,16,15,5091,0,0
9,2,2,0,0,0,3,0,28,3857,1,1
17,5,5,58,20,4,11,36,14,7925,1,0
16,5,0,26,0,3,10,11,5,5613,0,0
12,1,1,11,0,5,10,0,13,6704,2,1
14,3,2,21,0,4,18,0,7,5450,0,1
8,2,2,11,0,4,3,0,19,2659,3,1
13,5,5,73,11,22,15,0,104,7676,1,1
16,5,5,0,0,0,3,2,7,2406,1,0
8,4,4,0,0,0,1,0,18,2778,1,1
7,0,0,2,0,0,0,0,0,1384,1,1
3,0,0,4,3,1,0,0,10,456,7,1
15,6,6,27,1,14,16,6,75,4252,1,0
25,1,1,7,0,3,5,0,38,2965,1,0
25,0,0,20,3,12,2,9,401,4557,1,0
7,3,3,19,11,6,6,0,27,3235,2,1
13,0,0,64,1,12,8,0,140,5253,2,1
15,1,1,115,26,8,31,27,10,30722,0,0
15,2,0,58,8,7,31,9,5,13304,1,0
